latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
20.94428,85.01583,331.1,0.4,0.6,2022-01-01,0651,SNPP,SNPP,n,2,288.78,2.45,D,0
21.07072,85.03486,299.34,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.32,0.63,N,2
20.96478,85.17081,314.69,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,284.76,1.77,N,2
20.97396,85.13238,299.21,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.13,1.14,N,2
20.96443,85.17439,316.51,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,286.63,1.77,N,2
20.96408,85.17793,300.17,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,283.63,0.94,N,2
20.96374,85.18147,297.29,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,280.85,0.94,N,2
20.96339,85.18497,295.97,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,281.19,0.93,N,2
20.96082,85.15607,298.97,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,286.15,1.23,N,2
20.95909,85.17381,299.12,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,285.36,1.39,N,2
20.97791,85.14719,307.77,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,286.51,0.84,N,2
20.9669,85.03757,300.35,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,285.12,0.92,N,0
20.97326,85.13947,303.14,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.34,1.51,N,2
20.94705,85.01727,322.96,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,284.27,1.48,N,0
20.96493,85.03871,297.17,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,283.77,0.69,N,0
21.07318,85.03467,298.28,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.92,1.45,N,2
20.94521,85.01846,329.56,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,283.52,2.68,N,0
20.94558,85.01485,304.3,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,281.87,2.85,N,0
20.80937,85.25797,298.26,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,287.26,0.66,N,2
20.80406,85.25742,316.71,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,288.68,1.4,N,2
20.79381,85.25282,304.18,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,273.22,0.46,N,2
20.78747,85.26242,307.28,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,285.62,0.69,N,2
20.78712,85.26586,304.04,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,287.64,0.69,N,2
20.78218,85.26176,296.94,0.35,0.57,2022-01-01,1920,SNPP,SNPP,n,2,286.44,0.61,N,2
20.97861,85.14006,302.28,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,286.71,0.73,N,2
20.95651,85.14478,301.38,0.36,0.58,2022-01-01,1920,SNPP,SNPP,n,2,283.19,0.92,N,2
21.07787,85.04253,297.47,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.4,0.76,N,2
20.97582,85.16841,303.09,0.36,0.57,2022-01-01,1920,SNPP,SNPP,n,2,286.1,0.77,N,2
21.07822,85.03885,297.98,0.37,0.58,2022-01-01,1920,SNPP,SNPP,n,2,287.82,0.76,N,2
20.96523,85.1518,328.16,0.41,0.61,2022-01-02,0812,SNPP,SNPP,n,2,296.3,2.82,D,2
20.97496,85.13471,326.99,0.41,0.6,2022-01-02,0812,SNPP,SNPP,n,2,297.41,3.01,D,2
20.9787,85.1457,325.59,0.41,0.61,2022-01-02,0812,SNPP,SNPP,n,2,296.12,2.6,D,2
20.79252,85.25351,343.63,0.41,0.61,2022-01-02,0812,SNPP,SNPP,n,2,298.48,5.8,D,2
20.7949,85.25456,332.63,0.41,0.61,2022-01-02,0812,SNPP,SNPP,n,2,294.23,5.01,D,2
20.95996,85.15627,330.66,0.41,0.61,2022-01-02,0812,SNPP,SNPP,n,2,297.66,2.75,D,2
20.96324,85.18723,299.17,0.72,0.76,2022-01-02,1901,SNPP,SNPP,n,2,287.17,2.22,N,2
20.94683,85.01638,326.07,0.74,0.76,2022-01-02,1901,SNPP,SNPP,n,2,286.38,4.13,N,0
20.78575,85.26011,300.46,0.71,0.75,2022-01-02,1901,SNPP,SNPP,n,2,287.19,1.96,N,2
20.94369,85.01692,328.33,0.74,0.76,2022-01-02,1901,SNPP,SNPP,n,2,286.48,4.25,N,0
20.88855,84.9827,305.61,0.75,0.77,2022-01-02,1901,SNPP,SNPP,n,2,286.32,1.88,N,2
20.79747,85.25191,306.75,0.72,0.75,2022-01-02,1901,SNPP,SNPP,n,2,286.2,3.91,N,2
20.79042,85.25118,298.14,0.72,0.75,2022-01-02,1901,SNPP,SNPP,n,2,286.45,3.69,N,2
20.78942,85.2653,303.44,0.71,0.75,2022-01-02,1901,SNPP,SNPP,n,2,287.13,2.04,N,2
20.79334,85.25385,315.46,0.71,0.75,2022-01-02,1901,SNPP,SNPP,n,2,287.23,4.28,N,2
20.80747,85.25493,304.46,0.71,0.75,2022-01-02,1901,SNPP,SNPP,n,2,287.36,1.83,N,2
20.9741,85.13669,297.27,0.73,0.76,2022-01-02,1901,SNPP,SNPP,n,2,286.98,1.35,N,2
20.9643,85.17279,315.54,0.73,0.76,2022-01-02,1901,SNPP,SNPP,n,2,287.64,2.86,N,2
20.96377,85.18008,307.36,0.73,0.76,2022-01-02,1901,SNPP,SNPP,n,2,287.8,2.86,N,2
20.97932,85.13575,308.9,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.56,0.92,N,0
21.07965,85.03888,303.8,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.06,1.13,N,2
21.07874,85.04294,304.58,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.17,1.13,N,2
21.07314,85.04146,296.47,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.29,1.13,N,2
20.97839,85.1399,299,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.85,0.92,N,2
20.97652,85.14824,306.49,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.05,1.36,N,2
20.9737,85.13415,308.08,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,288.25,1.7,N,2
20.96805,85.15935,305.54,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.36,1.69,N,2
20.9671,85.16354,297.74,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.81,1.69,N,2
20.96618,85.16766,303.18,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.98,1.63,N,2
20.96524,85.17181,319.34,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,289.17,1.63,N,2
20.9643,85.17601,307.66,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,288.51,2.34,N,2
20.96336,85.18021,310.11,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,288.28,2.34,N,2
20.9624,85.18446,298.3,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.04,1.15,N,2
20.96334,85.15363,321.23,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,289.33,4.31,N,2
20.9624,85.1578,324.65,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,289,1.69,N,2
20.96053,85.16611,297.05,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.87,1.63,N,2
20.95675,85.18295,297.65,0.44,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.27,1.15,N,2
20.94189,85.01122,323.62,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,285.82,2.04,N,0
20.9458,85.00991,295.14,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,284.65,1.9,N,0
20.94489,85.01401,318.78,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,286.61,2.49,N,0
20.86635,85.01982,295.66,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,285.56,0.47,N,0
20.8664,84.99324,300.68,0.43,0.62,2022-01-02,2041,SNPP,SNPP,n,2,287.56,1.46,N,2
20.80618,85.25937,312.14,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,288.64,2.1,N,2
20.79481,85.25623,321.37,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,287.44,2.11,N,2
20.79578,85.25194,300,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,285.79,2.11,N,2
20.78709,85.26353,303.86,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,288.56,2.08,N,2
20.7861,85.26785,307.84,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,288.16,1.36,N,2
20.78681,85.26637,306.35,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,288.38,2.7,N,2
20.78585,85.2707,298.41,0.45,0.63,2022-01-02,2041,SNPP,SNPP,n,2,286.32,0.99,N,0
20.79443,85.25549,334.48,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,300.61,6.4,D,2
20.79396,85.25152,333.66,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,301.15,3.34,D,2
20.80738,85.25792,327.35,0.41,0.45,2022-01-03,0753,SNPP,SNPP,l,2,300.59,2.63,D,2
20.82251,85.17522,330.84,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,298.11,1.63,D,0
20.96486,85.17216,337.39,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,299.48,6.48,D,2
20.96299,85.15638,343.64,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,302.19,5.48,D,2
20.94578,85.01148,341.39,0.4,0.44,2022-01-03,0753,SNPP,SNPP,n,2,305.53,6.78,D,0
20.97859,85.14632,328.16,0.41,0.45,2022-01-03,0753,SNPP,SNPP,n,2,299.03,2.74,D,2
21.07713,85.04219,327.62,0.4,0.44,2022-01-03,0753,SNPP,SNPP,l,2,301,3.98,D,2
21.08093,85.03928,303.71,0.43,0.46,2022-01-03,2022,SNPP,SNPP,n,2,287.6,1.26,N,2
21.07755,85.03421,308.19,0.43,0.46,2022-01-03,2022,SNPP,SNPP,n,2,289.67,3.21,N,2
21.07595,85.04245,317.47,0.43,0.46,2022-01-03,2022,SNPP,SNPP,n,2,289.24,2.79,N,2
20.9792,85.14023,302.29,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.49,0.88,N,2
20.97758,85.14862,316.39,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.66,2.33,N,2
20.97433,85.16551,305.18,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,289.01,1.26,N,2
20.97579,85.13506,325.95,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,291.01,2.24,N,2
20.97498,85.13926,303.61,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.62,2.24,N,2
20.9693,85.16874,299.63,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.15,1.82,N,2
20.96686,85.18134,313.7,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.46,1.91,N,2
20.96427,85.17195,331.25,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,292.23,1.82,N,2
20.9667,85.15936,306.16,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.27,1.3,N,2
20.96589,85.16354,302.3,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.07,1.3,N,2
20.96507,85.16776,303.22,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.76,1.82,N,2
20.96345,85.17618,314.41,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,291.18,1.91,N,2
20.96264,85.18039,317.48,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,290.7,1.91,N,2
20.96329,85.15418,329.59,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,292.55,4.75,N,2
20.96248,85.15839,319.43,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,289.68,1.4,N,2
20.96086,85.16678,303.61,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,289.37,1.73,N,2
20.95922,85.1752,301.45,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.95,0.97,N,2
20.95841,85.17944,299.26,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.57,0.97,N,2
20.95758,85.18369,303.89,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,290.31,1.38,N,2
20.95827,85.15739,298.47,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.69,1.4,N,2
20.94219,85.14943,305.19,0.44,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.7,1.07,N,0
20.94646,85.01521,297.91,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.46,1.28,N,0
20.94565,85.01934,307.48,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,286.06,1.28,N,0
20.94308,85.01012,331.07,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.04,2.62,N,0
20.94146,85.01839,306.49,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,286.17,1.28,N,0
20.87184,84.99572,317.32,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,287.33,1.63,N,2
20.86849,84.99049,305.3,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,288.99,1.19,N,2
20.86766,84.99478,305.22,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,289.79,1.19,N,2
20.86346,84.99388,301.14,0.43,0.46,2022-01-03,2023,SNPP,SNPP,n,2,289.14,1.19,N,2
20.80731,85.25924,309.64,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,289.49,1.19,N,2
20.80305,85.25826,306.3,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,288.25,1.19,N,2
20.79539,85.252,308.97,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,287.32,2.34,N,2
20.79454,85.2563,316.33,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,288.58,3.18,N,2
20.78941,85.25973,302.1,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,288.97,2.42,N,2
20.78771,85.26838,302.18,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,288.86,1.44,N,2
20.78429,85.26313,303.82,0.45,0.47,2022-01-03,2023,SNPP,SNPP,n,2,288.54,1.44,N,2
20.79491,85.25338,346.62,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,302.75,10.41,D,2
20.86904,84.9966,330.98,0.39,0.36,2022-01-04,0734,SNPP,SNPP,l,2,303.07,4.17,D,2
20.96077,85.1798,329.03,0.39,0.36,2022-01-04,0734,SNPP,SNPP,l,2,303.84,3.76,D,2
20.96356,85.17552,332.31,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,302.24,4.08,D,2
20.96301,85.17178,339.42,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,304.11,4.08,D,2
20.96081,85.15685,326.93,0.39,0.36,2022-01-04,0734,SNPP,SNPP,l,2,301.03,2.31,D,2
20.96415,85.1563,337.59,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,302.94,2.31,D,2
20.9438,85.0184,345.25,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,303.5,6.58,D,0
20.9427,85.01097,326.99,0.39,0.36,2022-01-04,0734,SNPP,SNPP,l,2,299.63,1.04,D,0
20.97833,85.14587,332.08,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,300.68,2.29,D,2
20.97724,85.13841,331.72,0.39,0.36,2022-01-04,0734,SNPP,SNPP,n,2,300.72,2.34,D,2
20.86713,84.99691,301.13,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.43,0.87,N,2
21.08065,85.03927,304.44,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.67,0.98,N,2
21.07792,85.03484,316.26,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,291.02,1.12,N,2
21.0773,85.03864,301.57,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.33,1,N,2
21.07668,85.04243,317.77,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.27,1,N,2
21.07457,85.03421,299.62,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.25,1.12,N,2
21.07333,85.0418,298,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.82,1,N,2
21.07122,85.03358,298.73,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.66,0.66,N,2
21.0706,85.03738,303.29,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.89,0.78,N,2
20.97614,85.16887,310.44,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.21,0.81,N,2
20.97788,85.13769,323.27,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.91,1.92,N,2
20.97661,85.14532,318.62,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.17,1.32,N,2
20.97597,85.14912,305.7,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.61,1.32,N,2
20.97452,85.13705,322.97,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.77,1.92,N,2
20.96687,85.18286,304.68,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.11,0.56,N,2
20.96478,85.17458,320.67,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,291.79,1.96,N,2
20.96733,85.15931,307.99,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.24,1.67,N,2
20.96606,85.16695,302.89,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.4,1.63,N,2
20.96542,85.17077,312.3,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.31,1.63,N,2
20.96414,85.1784,312.12,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.8,1.96,N,2
20.9635,85.18223,310.01,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.74,1.14,N,2
20.96222,85.18989,302,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.33,1.27,N,2
20.96461,85.15486,324.76,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,291.56,2.14,N,2
20.96142,85.17394,331.88,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,293.58,1.96,N,2
20.96078,85.17776,324.43,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,293.19,1.96,N,2
20.96206,85.17013,319.43,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,291.84,1.63,N,2
20.96014,85.18159,302.24,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.67,1.14,N,2
20.9595,85.18542,303.52,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.97,1.14,N,2
20.96125,85.15422,317.86,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,292.3,2.24,N,2
20.96061,85.15804,317.17,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.41,1.5,N,2
20.95806,85.17331,305.89,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.77,1.06,N,2
20.95778,85.14647,299.35,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.47,0.69,N,2
20.96524,85.0379,299.1,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.8,0.89,N,0
20.94307,85.15157,302.44,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.41,0.72,N,0
20.94034,85.1471,298.82,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.41,0.72,N,0
20.94427,85.01828,341.51,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.64,3.41,N,0
20.94552,85.0107,303.84,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.86,1.22,N,0
20.94489,85.01449,304.62,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.97,3.41,N,0
20.94217,85.01006,318.04,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,286.13,1.22,N,0
20.87508,84.99054,298.24,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,287.24,0.54,N,2
20.87111,84.99373,325.16,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.32,3.36,N,2
20.87048,84.99754,326.51,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.6,3.36,N,2
20.86838,84.98929,306.66,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.79,0.78,N,2
20.86775,84.9931,301.9,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.72,0.87,N,2
20.8644,84.99248,303.16,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.63,0.87,N,2
20.86378,84.99628,305.79,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.62,0.87,N,2
20.80684,85.2574,325.87,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,293.43,2.76,N,2
20.80346,85.25675,309.37,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.95,1.19,N,2
20.79945,85.25996,303.92,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.27,1.19,N,2
20.79608,85.25931,306.97,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.31,2.33,N,2
20.79334,85.25483,333.29,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,292.34,2.33,N,2
20.7927,85.25868,322.96,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.91,2.33,N,2
20.78933,85.25806,314.89,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.29,2.39,N,2
20.78805,85.26575,304.97,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,289.4,1.21,N,2
20.78531,85.26128,314.7,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,290.89,1.21,N,2
20.78467,85.26512,305.36,0.4,0.37,2022-01-04,2004,SNPP,SNPP,n,2,288.8,1.21,N,2
20.79447,85.25386,339.62,0.49,0.4,2022-01-05,0716,SNPP,SNPP,n,2,304.41,11.82,D,2
20.79667,85.25577,333.05,0.49,0.4,2022-01-05,0716,SNPP,SNPP,n,2,299.37,8.13,D,2
20.79585,85.25113,333.36,0.49,0.4,2022-01-05,0716,SNPP,SNPP,n,2,299.87,5.36,D,2
20.96402,85.17647,329.33,0.49,0.4,2022-01-05,0716,SNPP,SNPP,l,2,300.5,6.55,D,2
20.96321,85.17181,336.42,0.49,0.4,2022-01-05,0716,SNPP,SNPP,n,2,302.81,6.81,D,2
20.94351,85.01531,336.91,0.5,0.41,2022-01-05,0716,SNPP,SNPP,n,2,306.2,9.7,D,0
20.9739,85.16972,307.79,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.66,2.16,N,2
20.97519,85.13389,302.06,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.26,1.55,N,2
20.97458,85.13831,310.36,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.45,1.84,N,2
20.9703,85.16917,302.1,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.31,0.91,N,2
20.96792,85.1598,306.83,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.49,1.29,N,2
20.96731,85.16419,302.08,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.54,0.91,N,2
20.9667,85.16862,300.82,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.34,0.91,N,2
20.96608,85.17303,300.39,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.05,1.03,N,2
20.96547,85.17743,309.22,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.52,1.03,N,2
20.96486,85.18183,316.62,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.01,2.33,N,2
20.96365,85.19057,306.33,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.26,1.27,N,2
20.96248,85.17247,337.45,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,293.67,2.71,N,2
20.96493,85.15482,308.54,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.2,1.02,N,2
20.96309,85.16808,309.37,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.94,1.56,N,2
20.96187,85.17688,309.98,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,291.61,2.71,N,2
20.96127,85.18127,317.01,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.78,3.42,N,2
20.96005,85.19,299.86,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.3,0.98,N,2
20.96132,85.15427,308.19,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.51,1.02,N,2
20.96071,85.1587,302.62,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.8,1.02,N,2
20.95888,85.17191,303.43,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.48,2.71,N,2
20.95894,85.14488,301.74,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.48,1.06,N,2
20.9433,85.15148,301.31,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.03,1.03,N,0
20.947,85.01624,301.89,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,287.34,4.14,N,0
20.94337,85.01569,332.88,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,292.14,4.14,N,0
20.94398,85.01121,315.54,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,287.74,2.18,N,0
20.88456,84.98141,317.25,0.47,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.9,2.33,N,2
20.8682,84.99259,308.27,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.68,1.88,N,2
20.86458,84.992,300.41,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.1,0.9,N,2
20.86397,84.99641,298.57,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.27,0.55,N,2
20.80616,85.25679,327.44,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,293.04,4.39,N,2
20.79541,85.25513,321.74,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.38,2.56,N,2
20.79601,85.2508,299.47,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,287.08,1.17,N,2
20.79183,85.25456,305.35,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.77,1.27,N,2
20.79124,85.25888,302.88,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.67,1.27,N,2
20.78707,85.26264,300.3,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,290.06,0.98,N,2
20.78648,85.26698,300.54,0.45,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.46,0.98,N,2
21.08163,85.0346,298.57,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,287.47,1.11,N,2
21.078,85.03403,305.38,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.04,1.11,N,2
21.07739,85.03851,301.67,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,289.68,1.11,N,2
21.07678,85.04299,306.25,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.88,1.49,N,2
21.07013,85.03741,301.35,0.46,0.39,2022-01-05,1945,SNPP,SNPP,n,2,288.03,2.06,N,2
